"","station_name","datetime","predicted"
"462","San Francisco Caltrain (Townsend at 4th)","2014-09-14",11.6829655391414
"463","Townsend at 7th","2014-09-01",4.37517683425705
"464","Townsend at 7th","2014-09-02",4.89729395557554
"465","Townsend at 7th","2014-09-03",8.21344956810202
"466","Townsend at 7th","2014-09-04",7.42185635353716
"467","Townsend at 7th","2014-09-05",8.3130062949006
"468","Townsend at 7th","2014-09-06",0.333084236521322
"469","Townsend at 7th","2014-09-07",1.184691623193
"470","Townsend at 7th","2014-09-08",4.2178827680919
"471","Townsend at 7th","2014-09-09",4.73999988941039
"472","Townsend at 7th","2014-09-10",8.05615550193687
"473","Townsend at 7th","2014-09-11",7.26456228737201
"474","Townsend at 7th","2014-09-12",8.15571222873545
"475","Townsend at 7th","2014-09-13",0.175790170356172
"476","Townsend at 7th","2014-09-14",1.02739755702785
"477","San Francisco Caltrain 2 (330 Townsend)","2014-09-01",0.293385528662298
"478","San Francisco Caltrain 2 (330 Townsend)","2014-09-02",4.33624707664822
"479","San Francisco Caltrain 2 (330 Townsend)","2014-09-03",7.51597867390877
"480","San Francisco Caltrain 2 (330 Townsend)","2014-09-04",0.296722689614592
"481","San Francisco Caltrain 2 (330 Townsend)","2014-09-05",-4.83720393503804
"482","San Francisco Caltrain 2 (330 Townsend)","2014-09-06",-3.05988398794802
"483","San Francisco Caltrain 2 (330 Townsend)","2014-09-07",-0.990715890501835
"484","San Francisco Caltrain 2 (330 Townsend)","2014-09-08",-0.144694141438891
"485","San Francisco Caltrain 2 (330 Townsend)","2014-09-09",3.89816740654703
"486","San Francisco Caltrain 2 (330 Townsend)","2014-09-10",7.07789900380758
"487","San Francisco Caltrain 2 (330 Townsend)","2014-09-11",-0.141356980486597
"488","San Francisco Caltrain 2 (330 Townsend)","2014-09-12",-5.27528360513923
"489","San Francisco Caltrain 2 (330 Townsend)","2014-09-13",-3.49796365804921
"490","San Francisco Caltrain 2 (330 Townsend)","2014-09-14",-1.42879556060302
